Date d'analyse;Date;HS;Essai;Parcelle;N plante;id_Axe;Feuille;A_bl;pcent_green;id_Feuille
16-Dec-2013;22/04/2013;8,36;Echap;3;39;Talle;-2;6,7757929;91,44251369;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;39;Talle;-3;16,11206455;99,82681816;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;39;Talle;-4;17,31415892;99,60595447;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;39;MB;1;4,47273299;57,1201904;6
16-Dec-2013;22/04/2013;8,36;Echap;3;39;MB;0;11,7451378;89,60725076;7
16-Dec-2013;22/04/2013;8,36;Echap;3;39;MB;-1;18,78722049;97,72323383;8
16-Dec-2013;22/04/2013;8,36;Echap;3;39;MB;-2;16,60061196;99,7493296;9
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;1;6,81369605;80,28642443;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;0;12,27336255;97,18772587;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-1;21,37592499;99,34505889;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-2;0,03661283;76,65198238;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-3;13,4128764;99,69215969;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-4;3,85031488;89,56099196;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-5;9,32659425;99,05231301;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-6;10,99465543;98,64597239;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-7;1,70499659;65,90672595;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-8;4,49886197;95,04893701;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-9;11,46707384;99,11528075;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-10;4,31676556;99,08085488;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;1;11,71207335;96,31756524;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;0;1,85354468;79,38565959;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-1;10,89207499;99,71272453;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-2;9,99998;99,67419355;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-3;11,43255778;98,42273074;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-4;5,9177301;99,3594985;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-5;2,26805998;85,01635614;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-6;4,16886263;98,92057105;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-7;2,90692967;69,53892249;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-8;4,49128134;99,53673777;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-9;2,99563917;77,51574867;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-10;5,94289134;77,43309993;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-11;2,66015597;99,4118717;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-12;9,04659481;98,07805452;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;MB;1;3,87386322;11,7120493;5
16-Dec-2013;22/04/2013;8,36;Echap;3;40;MB;0;8,91417572;91,54121734;6
16-Dec-2013;22/04/2013;8,36;Echap;3;40;MB;-1;15,00029258;99,00109675;7
16-Dec-2013;22/04/2013;8,36;Echap;3;40;MB;-2;22,97269599;99,43972871;8
16-Dec-2013;22/04/2013;8,36;Echap;3;40;MB;-3;3,59225088;99,27711925;9
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;1;7,60030738;44,70947753;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;0;12,29642702;91,29436764;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-1;21,32705412;99,18171643;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-2;7,2854693;86,84082356;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-3;17,67286788;99,71525572;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-4;13,90819799;98,03666895;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-5;18,02044783;99,47192711;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-6;1,56677106;81,19209389;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-7;3,99370169;89,45115302;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-8;8,0564355;99,35135135;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-9;1,72467397;77,28420462;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-10;5,46966648;97,57902807;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-11;2,96547794;89,66061133;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;40;Talle;-12;5,02337705;83,07593514;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;41;Talle;1;5,9128914;91,22204037;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;41;Talle;0;13,69110165;98,8867291;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;41;Talle;-1;13,47432789;99,86114602;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;41;Talle;-2;2,73402679;81,47011976;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;41;Talle;-3;7,11885673;96,18007567;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;41;Talle;-4;14,56384184;99,03871711;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;41;Talle;-5;4,6709584;99,35428177;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;41;MB;1;9,49885197;69,24252458;7
16-Dec-2013;22/04/2013;8,36;Echap;3;41;MB;0;18,14641532;97,78415757;8
16-Dec-2013;22/04/2013;8,36;Echap;3;41;MB;-1;23,08334093;99,83509995;9
16-Dec-2013;22/04/2013;8,36;Echap;3;42;Talle;1;2,54886587;91,12826678;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;42;Talle;0;1,27644906;84,88754107;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;42;Talle;-1;3,67047653;95,20147647;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;42;Talle;-2;5,40708596;99,78224556;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;42;Talle;-3;6,67079311;99,14891559;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;42;Talle;-4;15,75754913;99,9129963;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;42;Talle;1;4,14079817;71,94328672;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;42;Talle;0;9,30530397;95,37898879;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;42;Talle;-1;18,01738332;99,59447846;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;42;Talle;-2;5,24257016;98,78168841;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;42;Talle;-3;3,20773552;94,91653258;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;42;Talle;-4;4,3919267;88,8688946;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;42;Talle;-5;9,5628841;95,2352842;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;42;Talle;-6;15,79948453;99,46507141;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;42;Talle;-7;3,60547666;98,76084817;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;42;Talle;-8;3,63660563;56,33121923;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;42;Talle;-9;9,07078831;91,73349455;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;42;Talle;-10;18,23899578;99,12806636;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;42;Talle;-11;19,8693151;99,22802176;NA
27-juin-201;22/04/2013;8,36;Echap;3;42;MB;1;5,84337541;46,90165337;6
27-juin-201;22/04/2013;8,36;Echap;3;42;MB;0;9,6596581;84,08248456;7
27-juin-201;22/04/2013;8,36;Echap;3;42;MB;-1;17,28561059;98,42028161;8
27-juin-201;22/04/2013;8,36;Echap;3;42;MB;-2;24,68446676;99,30085466;9
27-juin-201;22/04/2013;8,36;Echap;3;42;MB;-3;4,43289436;99,93814583;10
16-Dec-2013;22/04/2013;8,36;Echap;3;43;MB;1;3,82466977;19,14561633;6
16-Dec-2013;22/04/2013;8,36;Echap;3;43;MB;0;9,10094954;91,45429412;7
16-Dec-2013;22/04/2013;8,36;Echap;3;43;MB;-1;16,02545182;99,48167234;8
16-Dec-2013;22/04/2013;8,36;Echap;3;43;MB;-2;21,1435061;99,86955527;9
16-Dec-2013;22/04/2013;8,36;Echap;3;43;MB;-3;2,51160788;99,76239404;10
16-Dec-2013;22/04/2013;8,36;Echap;3;43;Talle;1;9,78530301;97,48306384;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;43;Talle;0;10,37030184;99,81802912;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;43;Talle;-1;3,84176651;82,94638734;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;43;Talle;-2;7,83821013;95,24044694;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;43;Talle;-3;15,95432293;99,70884681;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;43;Talle;-4;4,59547468;99,754317;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;43;Talle;-5;2,61967218;90,13668267;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;43;Talle;-6;2,67467207;84,75547247;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;43;Talle;-7;1,39548108;91,22746186;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;44;MB;1;4,03031452;49,76788859;6
16-Dec-2013;22/04/2013;8,36;Echap;3;44;MB;0;9,40788441;93,36522142;7
16-Dec-2013;22/04/2013;8,36;Echap;3;44;MB;-1;17,24867518;98,06156608;8
16-Dec-2013;22/04/2013;8,36;Echap;3;44;MB;-2;23,06253452;99,3370073;9
16-Dec-2013;22/04/2013;8,36;Echap;3;44;MB;-3;3,45628341;99,73867189;10
16-Dec-2013;22/04/2013;8,36;Echap;3;44;Talle;1;1,97306057;61,16242949;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;44;Talle;0;5,79305293;96,36940724;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;44;Talle;-1;9,37111029;99,08435311;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;44;Talle;-2;4,02402421;79,14946491;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;44;Talle;-3;10,16546354;97,54069749;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;44;Talle;-4;17,19222368;99,31045482;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;44;Talle;-5;4,0080565;99,87122736;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;44;Talle;-6;4,55031348;82,59251382;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;44;Talle;-7;11,13159064;97,46435609;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;44;Talle;-8;16,17432249;99,1075079;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;44;Talle;-9;3,77757309;99,6584262;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;44;Talle;-10;1,80048027;99,35501209;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;44;Talle;-11;3,49015431;82,46684228;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;44;Talle;-12;7,82482306;94,4923115;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;44;Talle;-13;13,70626291;99,27511503;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;45;MB;1;6,77514774;62,32442984;6
16-Dec-2013;22/04/2013;8,36;Echap;3;45;MB;0;12,80078085;94,88565489;7
16-Dec-2013;22/04/2013;8,36;Echap;3;45;MB;-1;20,79641002;99,53931347;8
16-Dec-2013;22/04/2013;8,36;Echap;3;45;MB;-2;14,63561589;99,57791957;9
16-Dec-2013;22/04/2013;8,36;Echap;3;45;Talle;1;6,09869748;89,8312705;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;45;Talle;0;13,11803828;97,81266906;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;45;Talle;-1;2,92789737;70,6274445;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;45;Talle;-2;13,7322306;98,97345549;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;45;Talle;-3;6,90111523;90,63500596;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;45;Talle;-4;1,48951315;98,11586356;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;45;Talle;-5;3,74208929;96,50446101;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;45;Talle;-6;5,51805348;88,41634514;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;45;Talle;-7;12,28900768;97,32124108;NA
16-Dec-2013;22/04/2013;8,36;Echap;3;45;Talle;-8;19,13528431;99,08883251;NA
